Long,Lat,SAMPLE_1
81.12,25.32,"112"
81.12,25.44,"87"
81.12,25.56,"100"
81.12,25.68,"116"
81.12,25.8,"111"
81.12,25.92,"112"
81.12,26.04,"116"
81.12,26.16,"115"
81.12,26.28,"115"
81.12,26.4,"117"
81.12,26.52,"117"
81.12,26.64,"119"
81.12,26.76,"116"
81.12,26.88,"116"
81.12,27,"121"
81.12,27.12,"125"
81.12,27.24,"128"
81.12,27.36,"119"
81.12,27.48,"120"
81.12,27.6,"123"
81.12,27.72,"128"
81.12,27.84,"126"
81.12,27.96,"131"
81.12,28.08,"133"
81.12,28.2,"131"
81.12,28.32,"140"
81.24,16.32,"4"
81.24,16.44,"4"
81.24,16.56,"11"
81.24,16.68,"5"
81.24,16.8,"11"
81.24,16.92,"67"
81.24,17.04,"77"
81.24,17.16,"96"
81.24,17.28,"143"
81.24,17.4,"154"
81.24,17.52,"42"
81.24,17.64,"134"
81.24,17.76,"108"
81.24,17.88,"146"
81.24,18,"208"
81.24,18.12,"167"
81.24,18.24,"233"
81.24,18.36,"225"
81.24,18.48,"248"
81.24,18.6,"838"
81.24,18.72,"634"
81.24,18.84,"799"
81.24,18.96,"496"
81.24,19.08,"347"
81.24,19.2,"641"
81.24,19.32,"527"
81.24,19.44,"532"
81.24,19.56,"702"
81.24,19.68,"546"
81.24,19.8,"526"
81.24,19.92,"441"
81.24,20.04,"453"
81.24,20.16,"619"
81.24,20.28,"477"
81.24,20.4,"454"
81.24,20.52,"391"
81.24,20.64,"372"
81.24,20.76,"313"
81.24,20.88,"309"
81.24,21,"296"
81.24,21.12,"286"
81.24,21.24,"282"
81.24,21.36,"282"
81.24,21.48,"303"
81.24,21.6,"288"
81.24,21.72,"308"
81.24,21.84,"313"
81.24,21.96,"347"
81.24,22.08,"363"
81.24,22.2,"427"
81.24,22.32,"428"
81.24,22.44,"706"
81.24,22.56,"780"
81.24,22.68,"846"
81.24,22.8,"955"
81.24,22.92,"734"
81.24,23.04,"802"
81.24,23.16,"779"
81.24,23.28,"508"
81.24,23.4,"493"
81.24,23.52,"495"
81.24,23.64,"378"
81.24,23.76,"388"
81.24,23.88,"373"
81.24,24,"415"
81.24,24.12,"319"
81.24,24.24,"444"
81.24,24.36,"331"
81.24,24.48,"312"
81.24,24.6,"318"
81.24,24.72,"279"
81.24,24.84,"323"
81.24,24.96,"417"
81.24,25.08,"201"
81.24,25.2,"130"
81.24,25.32,"93"
81.24,25.44,"105"
81.24,25.56,"105"
81.24,25.68,"109"
81.24,25.8,"108"
81.24,25.92,"115"
81.24,26.04,"114"
81.24,26.16,"115"
81.24,26.28,"110"
81.24,26.4,"116"
81.24,26.52,"113"
81.24,26.64,"117"
81.24,26.76,"112"
81.24,26.88,"122"
81.24,27,"122"
81.24,27.12,"123"
81.24,27.24,"125"
81.24,27.36,"115"
81.24,27.48,"117"
81.24,27.6,"121"
81.24,27.72,"119"
81.24,27.84,"129"
81.24,27.96,"129"
81.24,28.08,"130"
81.24,28.2,"165"
81.36,16.44,"5"
81.36,16.56,"8"
81.36,16.68,"5"
81.36,16.8,"10"
81.36,16.92,"70"
81.36,17.04,"97"
81.36,17.16,"101"
81.36,17.28,"228"
81.36,17.4,"576"
81.36,17.52,"47"
81.36,17.64,"67"
81.36,17.76,"39"
81.36,17.88,"61"
81.36,18,"128"
81.36,18.12,"276"
81.36,18.24,"217"
81.36,18.36,"561"
81.36,18.48,"578"
81.36,18.6,"560"
81.36,18.72,"565"
81.36,18.84,"385"
81.36,18.96,"376"
81.36,19.08,"380"
81.36,19.2,"379"
81.36,19.32,"457"
81.36,19.44,"452"
81.36,19.56,"512"
81.36,19.68,"611"
81.36,19.8,"681"
81.36,19.92,"648"
81.36,20.04,"715"
81.36,20.16,"661"
81.36,20.28,"423"
81.36,20.4,"391"
81.36,20.52,"358"
81.36,20.64,"360"
81.36,20.76,"315"
81.36,20.88,"323"
81.36,21,"315"
81.36,21.12,"304"
81.36,21.24,"298"
81.36,21.36,"288"
81.36,21.48,"275"
81.36,21.6,"278"
81.36,21.72,"282"
81.36,21.84,"306"
81.36,21.96,"306"
81.36,22.08,"329"
81.36,22.2,"356"
81.36,22.32,"524"
81.36,22.44,"647"
81.36,22.56,"930"
81.36,22.68,"779"
81.36,22.8,"865"
81.36,22.92,"831"
81.36,23.04,"733"
81.36,23.16,"536"
81.36,23.28,"460"
81.36,23.4,"442"
81.36,23.52,"455"
81.36,23.64,"412"
81.36,23.76,"427"
81.36,23.88,"409"
81.36,24,"414"
81.36,24.12,"346"
81.36,24.24,"302"
81.36,24.36,"599"
81.36,24.48,"313"
81.36,24.6,"310"
81.36,24.72,"295"
81.36,24.84,"307"
81.36,24.96,"130"
81.36,25.08,"158"
81.36,25.2,"140"
81.36,25.32,"93"
81.36,25.44,"105"
81.36,25.56,"108"
81.36,25.68,"107"
81.36,25.8,"104"
81.36,25.92,"112"
81.36,26.04,"113"
81.36,26.16,"109"
81.36,26.28,"119"
81.36,26.4,"117"
81.36,26.52,"113"
81.36,26.64,"110"
81.36,26.76,"112"
81.36,26.88,"121"
81.36,27,"117"
81.36,27.12,"119"
81.36,27.24,"111"
81.36,27.36,"112"
81.36,27.48,"111"
81.36,27.6,"120"
81.36,27.72,"123"
81.36,27.84,"127"
81.36,27.96,"128"
81.36,28.08,"143"
81.48,16.44,"4"
81.48,16.56,"8"
81.48,16.68,"9"
81.48,16.8,"11"
81.48,16.92,"47"
81.48,17.04,"49"
81.48,17.16,"86"
81.48,17.28,"406"
81.48,17.4,"686"
81.48,17.52,"441"
81.48,17.64,"459"
81.48,17.76,"83"
81.48,17.88,"72"
81.48,18,"84"
81.48,18.12,"122"
81.48,18.24,"169"
81.48,18.36,"257"
81.48,18.48,"289"
81.48,18.6,"457"
81.48,18.72,"529"
81.48,18.84,"588"
81.48,18.96,"433"
81.48,19.08,"629"
81.48,19.2,"510"
81.48,19.32,"527"
81.48,19.44,"554"
81.48,19.56,"542"
81.48,19.68,"584"
81.48,19.8,"636"
81.48,19.92,"638"
81.48,20.04,"720"
81.48,20.16,"452"
81.48,20.28,"413"
81.48,20.4,"376"
81.48,20.52,"447"
81.48,20.64,"350"
81.48,20.76,"314"
81.48,20.88,"302"
81.48,21,"306"
81.48,21.12,"314"
81.48,21.24,"289"
81.48,21.36,"287"
81.48,21.48,"298"
81.48,21.6,"273"
81.48,21.72,"279"
81.48,21.84,"291"
81.48,21.96,"292"
81.48,22.08,"316"
81.48,22.2,"321"
81.48,22.32,"428"
81.48,22.44,"645"
81.48,22.56,"885"
81.48,22.68,"784"
81.48,22.8,"771"
81.48,22.92,"823"
81.48,23.04,"855"
81.48,23.16,"500"
81.48,23.28,"463"
81.48,23.4,"442"
81.48,23.52,"534"
81.48,23.64,"449"
81.48,23.76,"471"
81.48,23.88,"398"
81.48,24,"364"
81.48,24.12,"344"
81.48,24.24,"282"
81.48,24.36,"308"
81.48,24.48,"324"
81.48,24.6,"316"
81.48,24.72,"303"
81.48,24.84,"312"
81.48,24.96,"108"
81.48,25.08,"142"
81.48,25.2,"160"
81.48,25.32,"100"
81.48,25.44,"105"
81.48,25.56,"106"
81.48,25.68,"95"
81.48,25.8,"105"
81.48,25.92,"111"
81.48,26.04,"104"
81.48,26.16,"112"
81.48,26.28,"107"
81.48,26.4,"112"
81.48,26.52,"111"
81.48,26.64,"113"
81.48,26.76,"110"
81.48,26.88,"113"
81.48,27,"120"
81.48,27.12,"107"
81.48,27.24,"111"
81.48,27.36,"111"
81.48,27.48,"114"
81.48,27.6,"118"
81.48,27.72,"122"
81.48,27.84,"133"
81.48,27.96,"136"
81.48,28.08,"162"
81.6,16.44,"9"
81.6,16.56,"14"
81.6,16.68,"14"
81.6,16.8,"14"
81.6,16.92,"18"
81.6,17.04,"40"
81.6,17.16,"65"
81.6,17.28,"226"
81.6,17.4,"263"
81.6,17.52,"453"
81.6,17.64,"810"
81.6,17.76,"386"
81.6,17.88,"93"
81.6,18,"118"
81.6,18.12,"213"
81.6,18.24,"200"
81.6,18.36,"189"
81.6,18.48,"279"
81.6,18.6,"301"
81.6,18.72,"654"
81.6,18.84,"593"
81.6,18.96,"690"
81.6,19.08,"683"
81.6,19.2,"579"
81.6,19.32,"553"
81.6,19.44,"627"
81.6,19.56,"600"
81.6,19.68,"592"
81.6,19.8,"616"
81.6,19.92,"637"
81.6,20.04,"657"
81.6,20.16,"490"
81.6,20.28,"410"
81.6,20.4,"415"
81.6,20.52,"388"
81.6,20.64,"353"
81.6,20.76,"324"
81.6,20.88,"307"
81.6,21,"294"
81.6,21.12,"284"
81.6,21.24,"289"
81.6,21.36,"260"
81.6,21.48,"274"
81.6,21.6,"264"
81.6,21.72,"275"
81.6,21.84,"272"
81.6,21.96,"287"
81.6,22.08,"297"
81.6,22.2,"305"
81.6,22.32,"333"
81.6,22.44,"374"
81.6,22.56,"974"
81.6,22.68,"859"
81.6,22.8,"798"
81.6,22.92,"861"
81.6,23.04,"605"
81.6,23.16,"508"
81.6,23.28,"472"
81.6,23.4,"481"
81.6,23.52,"513"
81.6,23.64,"468"
81.6,23.76,"444"
81.6,23.88,"400"
81.6,24,"417"
81.6,24.12,"361"
81.6,24.24,"374"
81.6,24.36,"263"
81.6,24.48,"398"
81.6,24.6,"331"
81.6,24.72,"323"
81.6,24.84,"332"
81.6,24.96,"109"
81.6,25.08,"109"
81.6,25.2,"133"
81.6,25.32,"88"
81.6,25.44,"99"
81.6,25.56,"91"
81.6,25.68,"106"
81.6,25.8,"104"
81.6,25.92,"103"
81.6,26.04,"106"
81.6,26.16,"112"
81.6,26.28,"112"
81.6,26.4,"112"
81.6,26.52,"110"
81.6,26.64,"110"
81.6,26.76,"112"
81.6,26.88,"113"
81.6,27,"106"
81.6,27.12,"110"
81.6,27.24,"108"
81.6,27.36,"111"
81.6,27.48,"116"
81.6,27.6,"116"
81.6,27.72,"125"
81.6,27.84,"136"
81.6,27.96,"143"
81.72,16.32,
81.72,16.44,"13"
81.72,16.56,"8"
81.72,16.68,"12"
81.72,16.8,"14"
81.72,16.92,"17"
81.72,17.04,"20"
81.72,17.16,"22"
81.72,17.28,"163"
81.72,17.4,"249"
81.72,17.52,"303"
81.72,17.64,"659"
81.72,17.76,"932"
81.72,17.88,"279"
81.72,18,"136"
81.72,18.12,"121"
81.72,18.24,"339"
81.72,18.36,"225"
81.72,18.48,"245"
81.72,18.6,"307"
81.72,18.72,"502"
81.72,18.84,"662"
81.72,18.96,"824"
81.72,19.08,"656"
81.72,19.2,"538"
81.72,19.32,"608"
81.72,19.44,"576"
81.72,19.56,"610"
81.72,19.68,"599"
81.72,19.8,"611"
81.72,19.92,"606"
81.72,20.04,"651"
81.72,20.16,"685"
81.72,20.28,"422"
81.72,20.4,"422"
81.72,20.52,"388"
81.72,20.64,"363"
81.72,20.76,"308"
81.72,20.88,"304"
81.72,21,"307"
81.72,21.12,"312"
81.72,21.24,"289"
81.72,21.36,"275"
81.72,21.48,"277"
81.72,21.6,"263"
81.72,21.72,"251"
81.72,21.84,"260"
81.72,21.96,"283"
81.72,22.08,"284"
81.72,22.2,"305"
81.72,22.32,"333"
81.72,22.44,"407"
81.72,22.56,"569"
81.72,22.68,"1041"
81.72,22.8,"903"
81.72,22.92,"727"
81.72,23.04,"535"
81.72,23.16,"478"
81.72,23.28,"513"
81.72,23.4,"525"
81.72,23.52,"513"
81.72,23.64,"539"
81.72,23.76,"435"
81.72,23.88,"420"
81.72,24,"475"
81.72,24.12,"396"
81.72,24.24,"362"
81.72,24.36,"287"
81.72,24.48,"284"
81.72,24.6,"353"
81.72,24.72,"338"
81.72,24.84,"335"
81.72,24.96,"115"
81.72,25.08,"112"
81.72,25.2,"100"
81.72,25.32,"90"
81.72,25.44,"100"
81.72,25.56,"89"
81.72,25.68,"102"
81.72,25.8,"101"
81.72,25.92,"106"
81.72,26.04,"104"
81.72,26.16,"107"
81.72,26.28,"105"
81.72,26.4,"103"
81.72,26.52,"95"
81.72,26.64,"106"
81.72,26.76,"108"
81.72,26.88,"105"
81.72,27,"103"
81.72,27.12,"104"
81.72,27.24,"111"
81.72,27.36,"112"
81.72,27.48,"122"
81.72,27.6,"123"
81.72,27.72,"128"
81.72,27.84,"137"
81.72,27.96,"134"
81.84,16.44,"11"
81.84,16.56,"8"
81.84,16.68,"14"
81.84,16.8,"5"
81.84,16.92,"21"
81.84,17.04,"84"
81.84,17.16,"23"
81.84,17.28,"69"
81.84,17.4,"191"
81.84,17.52,"472"
81.84,17.64,"463"
81.84,17.76,"709"
81.84,17.88,"813"
81.84,18,"523"
81.84,18.12,"160"
81.84,18.24,"158"
81.84,18.36,"181"
81.84,18.48,"252"
81.84,18.6,"230"
81.84,18.72,"262"
81.84,18.84,"642"
81.84,18.96,"536"
81.84,19.08,"653"
81.84,19.2,"569"
81.84,19.32,"576"
81.84,19.44,"618"
81.84,19.56,"645"
81.84,19.68,"674"
81.84,19.8,"651"
81.84,19.92,"670"
81.84,20.04,"630"
81.84,20.16,"614"
81.84,20.28,"436"
81.84,20.4,"429"
81.84,20.52,"429"
81.84,20.64,"378"
81.84,20.76,"307"
81.84,20.88,"297"
81.84,21,"287"
81.84,21.12,"297"
81.84,21.24,"294"
81.84,21.36,"280"
81.84,21.48,"299"
81.84,21.6,"272"
81.84,21.72,"260"
81.84,21.84,"263"
81.84,21.96,"264"
81.84,22.08,"273"
81.84,22.2,"285"
81.84,22.32,"570"
81.84,22.44,"480"
81.84,22.56,"592"
81.84,22.68,"633"
81.84,22.8,"614"
81.84,22.92,"581"
81.84,23.04,"535"
81.84,23.16,"494"
81.84,23.28,"542"
81.84,23.4,"690"
81.84,23.52,"680"
81.84,23.64,"541"
81.84,23.76,"468"
81.84,23.88,"555"
81.84,24,"466"
81.84,24.12,"338"
81.84,24.24,"363"
81.84,24.36,"323"
81.84,24.48,"280"
81.84,24.6,"384"
81.84,24.72,"347"
81.84,24.84,"188"
81.84,24.96,"105"
81.84,25.08,"99"
81.84,25.2,"92"
81.84,25.32,"93"
81.84,25.44,"99"
81.84,25.56,"96"
81.84,25.68,"101"
81.84,25.8,"100"
81.84,25.92,"97"
81.84,26.04,"105"
81.84,26.16,"102"
81.84,26.28,"104"
81.84,26.4,"97"
81.84,26.52,"108"
81.84,26.64,"107"
81.84,26.76,"107"
81.84,26.88,"101"
81.84,27,"107"
81.84,27.12,"104"
81.84,27.24,"113"
81.84,27.36,"118"
81.84,27.48,"116"
81.84,27.6,"120"
81.84,27.72,"120"
81.84,27.84,"134"
81.96,16.44,"5"
81.96,16.56,"13"
81.96,16.68,"18"
81.96,16.8,"7"
81.96,16.92,"9"
81.96,17.04,"78"
81.96,17.16,"73"
81.96,17.28,"115"
81.96,17.4,"166"
81.96,17.52,"208"
81.96,17.64,"336"
81.96,17.76,"661"
81.96,17.88,"636"
81.96,18,"317"
81.96,18.12,"651"
81.96,18.24,"196"
81.96,18.36,"202"
81.96,18.48,"251"
81.96,18.6,"218"
81.96,18.72,"880"
81.96,18.84,"607"
81.96,18.96,"608"
81.96,19.08,"556"
81.96,19.2,"572"
81.96,19.32,"571"
81.96,19.44,"569"
81.96,19.56,"661"
81.96,19.68,"639"
81.96,19.8,"651"
81.96,19.92,"658"
81.96,20.04,"651"
81.96,20.16,"576"
81.96,20.28,"453"
81.96,20.4,"437"
81.96,20.52,"398"
81.96,20.64,"371"
81.96,20.76,"321"
81.96,20.88,"298"
81.96,21,"286"
81.96,21.12,"281"
81.96,21.24,"275"
81.96,21.36,"284"
81.96,21.48,"288"
81.96,21.6,"272"
81.96,21.72,"265"
81.96,21.84,"245"
81.96,21.96,"255"
81.96,22.08,"266"
81.96,22.2,"292"
81.96,22.32,"315"
81.96,22.44,"612"
81.96,22.56,"355"
81.96,22.68,"564"
81.96,22.8,"588"
81.96,22.92,"581"
81.96,23.04,"556"
81.96,23.16,"520"
81.96,23.28,"554"
81.96,23.4,"603"
81.96,23.52,"641"
81.96,23.64,"555"
81.96,23.76,"585"
81.96,23.88,"547"
81.96,24,"473"
81.96,24.12,"361"
81.96,24.24,"310"
81.96,24.36,"375"
81.96,24.48,"229"
81.96,24.6,"422"
81.96,24.72,"356"
81.96,24.84,"117"
81.96,24.96,"109"
81.96,25.08,"114"
81.96,25.2,"94"
81.96,25.32,"91"
81.96,25.44,"102"
81.96,25.56,"91"
81.96,25.68,"98"
81.96,25.8,"91"
81.96,25.92,"94"
81.96,26.04,"100"
81.96,26.16,"102"
81.96,26.28,"105"
81.96,26.4,"93"
81.96,26.52,"107"
81.96,26.64,"107"
81.96,26.76,"108"
81.96,26.88,"103"
81.96,27,"97"
81.96,27.12,"108"
81.96,27.24,"109"
81.96,27.36,"114"
81.96,27.48,"112"
81.96,27.6,"115"
81.96,27.72,"125"
81.96,27.84,"131"
82.08,16.56,"6"
82.08,16.68,"7"
82.08,16.8,"9"
82.08,16.92,"6"
82.08,17.04,"51"
82.08,17.16,"26"
82.08,17.28,"78"
82.08,17.4,"127"
82.08,17.52,"310"
82.08,17.64,"341"
82.08,17.76,"514"
82.08,17.88,"865"
82.08,18,"579"
82.08,18.12,"445"
82.08,18.24,"185"
82.08,18.36,"303"
82.08,18.48,"269"
82.08,18.6,"240"
82.08,18.72,"639"
82.08,18.84,"521"
82.08,18.96,"565"
82.08,19.08,"550"
82.08,19.2,"586"
82.08,19.32,"598"
82.08,19.44,"602"
82.08,19.56,"627"
82.08,19.68,"653"
82.08,19.8,"660"
82.08,19.92,"670"
82.08,20.04,"548"
82.08,20.16,"483"
82.08,20.28,"445"
82.08,20.4,"409"
82.08,20.52,"393"
82.08,20.64,"333"
82.08,20.76,"408"
82.08,20.88,"336"
82.08,21,"300"
82.08,21.12,"289"
82.08,21.24,"271"
82.08,21.36,"272"
82.08,21.48,"276"
82.08,21.6,"267"
82.08,21.72,"249"
82.08,21.84,"246"
82.08,21.96,"271"
82.08,22.08,"275"
82.08,22.2,"288"
82.08,22.32,"313"
82.08,22.44,"359"
82.08,22.56,"384"
82.08,22.68,"710"
82.08,22.8,"579"
82.08,22.92,"547"
82.08,23.04,"526"
82.08,23.16,"542"
82.08,23.28,"548"
82.08,23.4,"583"
82.08,23.52,"829"
82.08,23.64,"666"
82.08,23.76,"517"
82.08,23.88,"734"
82.08,24,"364"
82.08,24.12,"517"
82.08,24.24,"360"
82.08,24.36,"368"
82.08,24.48,"249"
82.08,24.6,"295"
82.08,24.72,"387"
82.08,24.84,"158"
82.08,24.96,"130"
82.08,25.08,"122"
82.08,25.2,"89"
82.08,25.32,"72"
82.08,25.44,"93"
82.08,25.56,"98"
82.08,25.68,"95"
82.08,25.8,"98"
82.08,25.92,"92"
82.08,26.04,"95"
82.08,26.16,"95"
82.08,26.28,"89"
82.08,26.4,"94"
82.08,26.52,"106"
82.08,26.64,"101"
82.08,26.76,"101"
82.08,26.88,"100"
82.08,27,"97"
82.08,27.12,"105"
82.08,27.24,"106"
82.08,27.36,"109"
82.08,27.48,"111"
82.08,27.6,"114"
82.08,27.72,"130"
82.08,27.84,"170"
82.2,16.56,"1"
82.2,16.68,"11"
82.2,16.8,"3"
82.2,16.92,"7"
82.2,17.04,"14"
82.2,17.16,"23"
82.2,17.28,"80"
82.2,17.4,"149"
82.2,17.52,"176"
82.2,17.64,"258"
82.2,17.76,"911"
82.2,17.88,"883"
82.2,18,"631"
82.2,18.12,"562"
82.2,18.24,"452"
82.2,18.36,"437"
82.2,18.48,"259"
82.2,18.6,"255"
82.2,18.72,"618"
82.2,18.84,"448"
82.2,18.96,"532"
82.2,19.08,"556"
82.2,19.2,"566"
82.2,19.32,"565"
82.2,19.44,"628"
82.2,19.56,"620"
82.2,19.68,"607"
82.2,19.8,"618"
82.2,19.92,"635"
82.2,20.04,"532"
82.2,20.16,"532"
82.2,20.28,"541"
82.2,20.4,"450"
82.2,20.52,"374"
82.2,20.64,"379"
82.2,20.76,"364"
82.2,20.88,"333"
82.2,21,"322"
82.2,21.12,"319"
82.2,21.24,"302"
82.2,21.36,"261"
82.2,21.48,"264"
82.2,21.6,"261"
82.2,21.72,"255"
82.2,21.84,"238"
82.2,21.96,"257"
82.2,22.08,"265"
82.2,22.2,"277"
82.2,22.32,"293"
82.2,22.44,"571"
82.2,22.56,"385"
82.2,22.68,"689"
82.2,22.8,"513"
82.2,22.92,"447"
82.2,23.04,"463"
82.2,23.16,"432"
82.2,23.28,"506"
82.2,23.4,"668"
82.2,23.52,"811"
82.2,23.64,"693"
82.2,23.76,"601"
82.2,23.88,"486"
82.2,24,"405"
82.2,24.12,"413"
82.2,24.24,"373"
82.2,24.36,"301"
82.2,24.48,"276"
82.2,24.6,"283"
82.2,24.72,"408"
82.2,24.84,"151"
82.2,24.96,"136"
82.2,25.08,"115"
82.2,25.2,"69"
82.2,25.32,"77"
82.2,25.44,"91"
82.2,25.56,"94"
82.2,25.68,"95"
82.2,25.8,"91"
82.2,25.92,"95"
82.2,26.04,"94"
82.2,26.16,"97"
82.2,26.28,"99"
82.2,26.4,"98"
82.2,26.52,"101"
82.2,26.64,"101"
82.2,26.76,"99"
82.2,26.88,"97"
82.2,27,"112"
82.2,27.12,"106"
82.2,27.24,"104"
82.2,27.36,"106"
82.2,27.48,"108"
82.2,27.6,"121"
82.2,27.72,"150"
82.2,27.84,"240"
82.32,16.68,"8"
82.32,16.8,"6"
82.32,17.16,"6"
82.32,17.28,"98"
82.32,17.4,"281"
82.32,17.52,"702"
82.32,17.64,"317"
82.32,17.76,"857"
82.32,17.88,"879"
82.32,18,"884"
82.32,18.12,"906"
82.32,18.24,"789"
82.32,18.36,"452"
82.32,18.48,"786"
82.32,18.6,"650"
82.32,18.72,"520"
82.32,18.84,"588"
82.32,18.96,"652"
82.32,19.08,"558"
82.32,19.2,"558"
82.32,19.32,"581"
82.32,19.44,"589"
82.32,19.56,"595"
82.32,19.68,"607"
82.32,19.8,"510"
82.32,19.92,"409"
82.32,20.04,"587"
82.32,20.16,"382"
82.32,20.28,"516"
82.32,20.4,"801"
82.32,20.52,"402"
82.32,20.64,"588"
82.32,20.76,"397"
82.32,20.88,"355"
82.32,21,"373"
82.32,21.12,"314"
82.32,21.24,"319"
82.32,21.36,"427"
82.32,21.48,"255"
82.32,21.6,"245"
82.32,21.72,"234"
82.32,21.84,"251"
82.32,21.96,"246"
82.32,22.08,"261"
82.32,22.2,"295"
82.32,22.32,"321"
82.32,22.44,"427"
82.32,22.56,"754"
82.32,22.68,"817"
82.32,22.8,"437"
82.32,22.92,"421"
82.32,23.04,"387"
82.32,23.16,"844"
82.32,23.28,"535"
82.32,23.4,"718"
82.32,23.52,"784"
82.32,23.64,"679"
82.32,23.76,"493"
82.32,23.88,"484"
82.32,24,"484"
82.32,24.12,"391"
82.32,24.24,"592"
82.32,24.36,"334"
82.32,24.48,"286"
82.32,24.6,"382"
82.32,24.72,"204"
82.32,24.84,"164"
82.32,24.96,"166"
82.32,25.08,"132"
82.32,25.2,"86"
82.32,25.32,"92"
82.32,25.44,"89"
82.32,25.56,"89"
82.32,25.68,"91"
82.32,25.8,"86"
82.32,25.92,"89"
82.32,26.04,"93"
82.32,26.16,"88"
82.32,26.28,"95"
82.32,26.4,"94"
82.32,26.52,"100"
82.32,26.64,"97"
82.32,26.76,"91"
82.32,26.88,"93"
82.32,27,"99"
82.32,27.12,"100"
82.32,27.24,"99"
82.32,27.36,"104"
82.32,27.48,"106"
82.32,27.6,"126"
82.32,27.72,"177"
82.44,17.28,"21"
82.44,17.4,"114"
82.44,17.52,"69"
82.44,17.64,"114"
82.44,17.76,"557"
82.44,17.88,"740"
82.44,18,"777"
82.44,18.12,"1002"
82.44,18.24,"1183"
82.44,18.36,"819"
82.44,18.48,"723"
82.44,18.6,"787"
82.44,18.72,"606"
82.44,18.84,"563"
82.44,18.96,"553"
82.44,19.08,"586"
82.44,19.2,"553"
82.44,19.32,"573"
82.44,19.44,"607"
82.44,19.56,"626"
82.44,19.68,"640"
82.44,19.8,"336"
82.44,19.92,"303"
82.44,20.04,"399"
82.44,20.16,"473"
82.44,20.28,"846"
82.44,20.4,"566"
82.44,20.52,"661"
82.44,20.64,"655"
82.44,20.76,"351"
82.44,20.88,"344"
82.44,21,"340"
82.44,21.12,"327"
82.44,21.24,"306"
82.44,21.36,"332"
82.44,21.48,"343"
82.44,21.6,"256"
82.44,21.72,"234"
82.44,21.84,"264"
82.44,21.96,"274"
82.44,22.08,"284"
82.44,22.2,"279"
82.44,22.32,"350"
82.44,22.44,"346"
82.44,22.56,"354"
82.44,22.68,"358"
82.44,22.8,"443"
82.44,22.92,"390"
82.44,23.04,"438"
82.44,23.16,"499"
82.44,23.28,"556"
82.44,23.4,"685"
82.44,23.52,"732"
82.44,23.64,"700"
82.44,23.76,"687"
82.44,23.88,"661"
82.44,24,"317"
82.44,24.12,"387"
82.44,24.24,"411"
82.44,24.36,"380"
82.44,24.48,"260"
82.44,24.6,"292"
82.44,24.72,"249"
82.44,24.84,"171"
82.44,24.96,"197"
82.44,25.08,"119"
82.44,25.2,"78"
82.44,25.32,"88"
82.44,25.44,"88"
82.44,25.56,"89"
82.44,25.68,"87"
82.44,25.8,"86"
82.44,25.92,"85"
82.44,26.04,"92"
82.44,26.16,"92"
82.44,26.28,"90"
82.44,26.4,"93"
82.44,26.52,"89"
82.44,26.64,"84"
82.44,26.76,"91"
82.44,26.88,"99"
82.44,27,"96"
82.44,27.12,"103"
82.44,27.24,"99"
82.44,27.36,"98"
82.44,27.48,"108"
82.44,27.6,"133"
82.56,17.28,"6"
82.56,17.4,"405"
82.56,17.52,"114"
82.56,17.64,"119"
82.56,17.76,"148"
82.56,17.88,"838"
82.56,18,"1075"
82.56,18.12,"1411"
82.56,18.24,"1184"
82.56,18.36,"999"
82.56,18.48,"871"
82.56,18.6,"861"
82.56,18.72,"837"
82.56,18.84,"599"
82.56,18.96,"582"
82.56,19.08,"572"
82.56,19.2,"563"
82.56,19.32,"601"
82.56,19.44,"603"
82.56,19.56,"676"
82.56,19.68,"612"
82.56,19.8,"377"
82.56,19.92,"279"
82.56,20.04,"286"
82.56,20.16,"274"
82.56,20.28,"343"
82.56,20.4,"463"
82.56,20.52,"319"
82.56,20.64,"334"
82.56,20.76,"364"
82.56,20.88,"321"
82.56,21,"312"
82.56,21.12,"305"
82.56,21.24,"293"
82.56,21.36,"284"
82.56,21.48,"388"
82.56,21.6,"300"
82.56,21.72,"219"
82.56,21.84,"244"
82.56,21.96,"259"
82.56,22.08,"273"
82.56,22.2,"288"
82.56,22.32,"314"
82.56,22.44,"317"
82.56,22.56,"391"
82.56,22.68,"424"
82.56,22.8,"406"
82.56,22.92,"410"
82.56,23.04,"447"
82.56,23.16,"491"
82.56,23.28,"545"
82.56,23.4,"769"
82.56,23.52,"833"
82.56,23.64,"693"
82.56,23.76,"657"
82.56,23.88,"319"
82.56,24,"287"
82.56,24.12,"317"
82.56,24.24,"381"
82.56,24.36,"374"
82.56,24.48,"286"
82.56,24.6,"327"
82.56,24.72,"260"
82.56,24.84,"243"
82.56,24.96,"230"
82.56,25.08,"150"
82.56,25.2,"83"
82.56,25.32,"87"
82.56,25.44,"90"
82.56,25.56,"86"
82.56,25.68,"86"
82.56,25.8,"86"
82.56,25.92,"81"
82.56,26.04,"88"
82.56,26.16,"92"
82.56,26.28,"92"
82.56,26.4,"88"
82.56,26.52,"92"
82.56,26.64,"87"
82.56,26.76,"93"
82.56,26.88,"93"
82.56,27,"91"
82.56,27.12,"95"
82.56,27.24,"97"
82.56,27.36,"98"
82.56,27.48,"107"
82.56,27.6,"124"
82.68,17.4,"23"
82.68,17.52,"234"
82.68,17.64,"71"
82.68,17.76,"98"
82.68,17.88,"737"
82.68,18,"889"
82.68,18.12,"889"
82.68,18.24,"1103"
82.68,18.36,"936"
