long,lat,Distance,Elevation,L-Mean,L-CV,L-Skew,L-Kurtosis,,,,,,,,,,,,,,,,,
92.5,23.75,423204.7089,784,94.3095175,0.19063516,0.260766991,0.183197927,,,,,,,,,,2.215291865,0.058641952,-0.174357954,0.027798999,0.284063256,-0.748600487,0.244606524,-0.202104926
93,23.75,474786.0018,816,99.40435047,0.184715705,0.256559322,0.197697021,,,,,,,,,,2.300633218,0.058641952,-0.045682837,0.053147465,0.470654092,-0.819151737,0.186201833,0.009429429
69.5,24.25,0,3,78.81777695,0.37665821,0.274870425,0.188253284,,,,,,,,,,-1.710410373,0.142921702,-1.230087901,-0.590861994,-0.283299174,1.46852233,0.440369713,-0.128349857
70.5,24.25,111139,5,77.65121637,0.30193716,0.242650582,0.188851348,,,,,,,,,,-1.539727667,0.142921702,-0.952839638,-0.589277715,-0.326022756,0.577956645,-0.006858899,-0.119624409
71,24.25,111139,5,84.06922167,0.3302041,0.314897066,0.189014182,,,,,,,,,,-1.454386314,0.142921702,-0.952839638,-0.589277715,-0.090972661,0.914857248,0.995960847,-0.117248745
71.5,24.25,124257.1813,28,99.36880868,0.351273477,0.320193113,0.182244162,,,,,,,,,,-1.369044961,0.142921702,-0.920114915,-0.571058506,0.469352426,1.165973421,1.069472805,-0.216019869
72,24.25,157174.2784,120,105.9903364,0.321766816,0.2530997,0.153639234,,,,,,,,,,-1.283703608,0.142921702,-0.837999654,-0.498181666,0.711856232,0.814297157,0.138180434,-0.633351115
72.5,24.25,200358.6798,236,112.4125523,0.295422698,0.219689673,0.133770312,,,,,,,,,,-1.198362255,0.142921702,-0.730271491,-0.406293478,0.947060534,0.500313781,-0.325568567,-0.923228509
73,24.25,222278,244,98.67511969,0.29064199,0.28075466,0.149628353,,,,,,,,,,-1.113020902,0.142921702,-0.675591374,-0.399956361,0.443947077,0.443334731,0.522046035,-0.691867814
73.5,24.25,229118.9125,677,79.45807631,0.257814276,0.293898171,0.206077665,,,,,,,,,,-1.027679549,0.142921702,-0.658525978,-0.056959934,-0.259849143,0.052076369,0.70448498,0.131698732
74,24.25,248514.3626,286,78.03138994,0.243242726,0.217611266,0.142361359,,,,,,,,,,-0.942338196,0.142921702,-0.610141929,-0.3666865,-0.312099453,-0.121595205,-0.354417965,-0.797889534
74.5,24.25,277847.5,460,87.77807571,0.244870971,0.138897318,0.127580028,,,,,,,,,,-0.856996843,0.142921702,-0.536967243,-0.228854217,0.044858715,-0.102188905,-1.447009562,-1.013541582
75,24.25,314348.5568,468,83.2310181,0.233499391,0.154129268,0.081315802,,,,,,,,,,-0.77165549,0.142921702,-0.445911407,-0.222517101,-0.121670646,-0.237721515,-1.235581969,-1.68851294
75.5,24.25,355818.4176,442,103.1313138,0.252856086,0.221684002,0.148532726,,,,,,,,,,-0.686314137,0.142921702,-0.342460351,-0.243112729,0.607148695,-0.007018007,-0.297886216,-0.707852451
76,24.25,400717.3596,381,109.7731718,0.236322358,0.214163576,0.138003856,,,,,,,,,,-0.600972784,0.142921702,-0.230455081,-0.291433242,0.850397068,-0.204075875,-0.402273742,-0.861463271
76.5,24.25,448015.633,373,103.167234,0.238420065,0.223274997,0.147342336,,,,,,,,,,-0.515631431,0.142921702,-0.112464419,-0.297770359,0.60846422,-0.179074274,-0.275802357,-0.725219631
77,24.25,497028.7252,461,98.16106357,0.240211577,0.221066909,0.13316309,,,,,,,,,,-0.430290078,0.142921702,0.009804044,-0.228062078,0.42512052,-0.15772207,-0.306451797,-0.932087567
77.5,24.25,547296.1079,497,92.81164153,0.20337246,0.259366185,0.150859996,,,,,,,,,,-0.344948725,0.142921702,0.13520147,-0.199545054,0.229205731,-0.596790491,0.225162589,-0.673898774
78,24.25,598501.8238,404,89.90787604,0.2112855,0.269685141,0.180131979,,,,,,,,,,-0.259607372,0.142921702,0.26293967,-0.273214032,0.12285955,-0.502478622,0.368395205,-0.246835537
78.5,24.25,650424.2998,441,98.43290186,0.218529528,0.196674247,0.149009787,,,,,,,,,,-0.174266019,0.142921702,0.392465905,-0.243904869,0.435076202,-0.416140398,-0.64503496,-0.700892375
79,24.25,702904.7623,447,106.3746414,0.23127985,0.239081568,0.181386635,,,,,,,,,,-0.088924666,0.142921702,0.523384098,-0.239152032,0.725930843,-0.264175199,-0.056398718,-0.228530748
79.5,24.25,755826.9398,455,107.1005838,0.237440212,0.250962902,0.174881986,,,,,,,,,,-0.003583313,0.142921702,0.655404197,-0.232814915,0.752517426,-0.19075269,0.108520538,-0.323430245
80,24.25,747611.1462,327,100.5360505,0.278385312,0.265426631,0.149576774,,,,,,,,,,0.08175804,0.142921702,0.634909011,-0.334208778,0.512100957,0.297253047,0.309284814,-0.692620325
80.5,24.25,707284.286,495,103.2686773,0.241149534,0.317629577,0.225150253,,,,,,,,,,0.167099393,0.142921702,0.534309294,-0.201129333,0.612179433,-0.146542994,1.033889558,0.40995802
81,24.25,669145.3859,358,90.8985695,0.197272254,0.196053288,0.166355194,,,,,,,,,,0.252440746,0.142921702,0.43916768,-0.309652452,0.159142255,-0.669496029,-0.653654202,-0.447831772
81.5,24.25,633589.79,298,110.238144,0.233517154,0.227393583,0.156155017,,,,,,,,,,0.337782099,0.142921702,0.350470399,-0.357180825,0.867425998,-0.237509806,-0.218634186,-0.59664713
82,24.25,601076.0659,317,107.7383307,0.234523291,0.25454956,0.142400566,,,,,,,,,,0.423123452,0.142921702,0.269361395,-0.342130174,0.775873977,-0.225518124,0.158305264,-0.797317524
82.5,24.25,572123.0366,414,83.27430924,0.230650221,0.248649452,0.140561603,,,,,,,,,,0.508464805,0.142921702,0.19713493,-0.265292637,-0.120085171,-0.271679456,0.076408617,-0.824147052
83,24.25,547296.1079,278,86.99392034,0.180497105,0.219337435,0.221047811,,,,,,,,,,0.593806158,0.142921702,0.13520147,-0.373023617,0.016140167,-0.869431282,-0.330457818,0.350105493
83.5,24.25,512325.4731,266,82.56072424,0.214600208,0.213304204,0.162062034,,,,,,,,,,0.679147511,0.142921702,0.047963437,-0.382529291,-0.146219182,-0.462972149,-0.414202284,-0.510466778
84,24.25,471522.822,292,88.93240056,0.219417043,0.265992561,0.179711603,,,,,,,,,,0.764488864,0.142921702,-0.053823192,-0.361933663,0.087134181,-0.405562517,0.317140224,-0.252968607
84.5,24.25,434011.6766,287,100.6326012,0.27076603,0.321091318,0.232181629,,,,,,,,,,0.849830217,0.142921702,-0.147398804,-0.365894361,0.515636986,0.206442343,1.08194037,0.512542194
85,24.25,392935.7027,427,93.56631314,0.214975775,0.241735802,0.153405678,,,,,,,,,,0.93517157,0.142921702,-0.249867266,-0.254994823,0.256844479,-0.458495939,-0.019556534,-0.636758578
85.5,24.25,355818.4176,407,80.68584169,0.225734574,0.303266641,0.184009858,,,,,,,,,,1.020512923,0.142921702,-0.342460351,-0.270837614,-0.214884024,-0.330266783,0.834524342,-0.190259268
86,24.25,314348.5568,327,93.43888941,0.246438963,0.278886992,0.246673051,,,,,,,,,,1.105854276,0.142921702,-0.445911407,-0.334208778,0.252177771,-0.083500733,0.496121806,0.723964618
86.5,24.25,277847.5,298,107.7613227,0.239947604,0.288711624,0.216352704,,,,,,,,,,1.191195629,0.142921702,-0.536967243,-0.357180825,0.776716026,-0.160868242,0.63249294,0.281606287
87,24.25,248514.3626,231,106.5471411,0.236608772,0.268934773,0.217149566,,,,,,,,,,1.276536982,0.142921702,-0.610141929,-0.410254176,0.732248393,-0.200662239,0.357979696,0.293232096
87.5,24.25,229118.9125,134,100.7048844,0.254900315,0.293237256,0.211688964,,,,,,,,,,1.361878335,0.142921702,-0.658525978,-0.487091713,0.518284252,0.017346214,0.695311127,0.21356471
88,24.25,222278,30,93.98193699,0.232778309,0.197996614,0.151138298,,,,,,,,,,1.447219688,0.142921702,-0.675591374,-0.569474226,0.272066097,-0.246315758,-0.626679801,-0.66983849
88.5,24.25,222278,21,82.06365138,0.243016937,0.204454174,0.148993439,,,,,,,,,,1.532561041,0.142921702,-0.675591374,-0.576603482,-0.164423751,-0.12428628,-0.537045422,-0.701130884
92,24.25,400717.3596,35,104.7396469,0.205431989,0.240374978,0.148963843,,,,,,,,,,2.129950512,0.142921702,-0.230455081,-0.565513529,0.666051551,-0.572243916,-0.038445497,-0.701562675
92.5,24.25,448015.633,52,99.82584725,0.184734412,0.234424163,0.215577357,,,,,,,,,,2.215291865,0.142921702,-0.112464419,-0.552047156,0.486090797,-0.818928777,-0.121045984,0.270294372
93,24.25,497028.7252,297,95.03896827,0.193773045,0.245381693,0.217230269,,,,,,,,,,2.300633218,0.142921702,0.009804044,-0.357972965,0.310778328,-0.711201485,0.031050379,0.294409511
93.5,24.25,547296.1079,801,76.93855452,0.19851122,0.310402842,0.20087169,,,,,,,,,,2.385974571,0.142921702,0.13520147,0.041265371,-0.352122958,-0.654729366,0.93357862,0.055746223
94,24.25,598501.8238,1577,77.4728129,0.214700777,0.297087652,0.210349397,,,,,,,,,,2.471315924,0.142921702,0.26293967,0.655965667,-0.332556523,-0.461773513,0.748756678,0.194021113
71.5,24.75,175726.1906,20,83.18719891,0.348490518,0.291587072,0.179362143,,,,,,,,,,-1.369044961,0.227201453,-0.791719901,-0.577395622,-0.12327546,1.132804618,0.672405693,-0.258067049
72,24.75,200358.6798,129,79.79241529,0.331309856,0.268174676,0.183126873,,,,,,,,,,-1.283703608,0.227201453,-0.730271491,-0.49105241,-0.247604465,0.928036243,0.347429144,-0.203141567
72.5,24.75,235761.411,304,102.6412395,0.313261356,0.318605265,0.193094718,,,,,,,,,,-1.198362255,0.227201453,-0.641955547,-0.352427988,0.589200437,0.712924507,1.047432628,-0.057715815
73,24.75,277847.5,354,101.7985621,0.328854098,0.365709919,0.243933488,,,,,,,,,,-1.113020902,0.227201453,-0.536967243,-0.31282101,0.558338605,0.898767198,1.701270359,0.683995797
73.5,24.75,283349.9656,843,73.63231477,0.2648664,0.193342277,0.155726258,,,,,,,,,,-1.027679549,0.227201453,-0.523240747,0.074535233,-0.473209172,0.136127378,-0.691284482,-0.602902504
74,24.75,299250.9119,487,65.64521115,0.230671601,0.230618725,0.202203124,,,,,,,,,,-0.942338196,0.227201453,-0.483574116,-0.207466449,-0.765725207,-0.271424638,-0.173867494,0.075171163
74.5,24.75,324023.07,422,82.69049718,0.220665622,0.173024516,0.130104521,,,,,,,,,,-0.856996843,0.227201453,-0.421777286,-0.25895552,-0.141466437,-0.39068128,-0.973305845,-0.976710522
75,24.75,355818.4176,493,88.85312557,0.238964475,0.253595424,0.163216207,,,,,,,,,,-0.77165549,0.227201453,-0.342460351,-0.202713612,0.08423085,-0.172585703,0.145061348,-0.493627985
75.5,24.75,392935.7027,349,91.58659018,0.215567803,0.244043802,0.211567272,,,,,,,,,,-0.686314137,0.227201453,-0.249867266,-0.316781708,0.18434001,-0.451439831,0.012479738,0.211789286
76,24.75,434011.6766,325,99.79499097,0.252862185,0.257593855,0.181765641,,,,,,,,,,-0.600972784,0.227201453,-0.147398804,-0.335793057,0.484960731,-0.006945316,0.200561703,-0.223001245
76.5,24.75,478026.9235,291,107.2517933,0.236100365,0.178382265,0.136745997,,,,,,,,,,-0.515631431,0.227201453,-0.037598007,-0.362725802,0.758055254,-0.206721707,-0.89893743,-0.879814789
77,24.75,524241.6039,377,105.0374058,0.262222212,0.294418777,0.235027383,,,,,,,,,,-0.430290078,0.227201453,0.077689514,-0.294601801,0.676956537,0.104612523,0.711711269,0.554060288
77.5,24.75,572123.0366,484,90.77656267,0.226415389,0.246978692,0.198204106,,,,,,,,,,-0.344948725,0.227201453,0.19713493,-0.209842868,0.154673932,-0.322152463,0.053217577,0.016827539
78,24.75,621285.8933,384,95.43398906,0.249994447,0.262038955,0.19797306,,,,,,,,,,-0.259607372,0.227201453,0.319776997,-0.289056824,0.325245389,-0.041124561,0.262262063,0.013456696
78.5,24.75,671448.8224,352,92.98672259,0.249894242,0.202877563,0.134074703,,,,,,,,,,-0.174266019,0.227201453,0.444913852,-0.314405289,0.23561782,-0.042318858,-0.558929624,-0.9187876
79,24.75,722403.5,322,86.20819975,0.197653241,0.129625996,0.195023335,,,,,,,,,,-0.088924666,0.227201453,0.57202581,-0.338169476,-0.012635705,-0.664955221,-1.575700459,-0.029578281
79.5,24.75,773993.5901,332,94.41426138,0.213460191,0.090568706,0.109481762,,,,,,,,,,-0.003583313,0.227201453,0.700722873,-0.330248081,0.287899348,-0.476559485,-2.117836483,-1.277586012
80,24.75,785871.4053,211,121.6859177,0.264674082,0.245396091,0.153813835,,,,,,,,,,0.08175804,0.227201453,0.730353368,-0.426096967,1.286684033,0.133835229,0.031250231,-0.630803776
80.5,24.75,747611.1462,438,91.88551933,0.245804302,0.323410624,0.21952142,,,,,,,,,,0.167099393,0.227201453,0.634909011,-0.246281288,0.195287854,-0.091064964,1.114133575,0.32783623
81,24.75,711636.8352,306,89.30467045,0.211395778,0.234137644,0.181586439,,,,,,,,,,0.252440746,0.227201453,0.545167199,-0.350843709,0.100768024,-0.50116427,-0.125023021,-0.22561571
81.5,24.75,678312.1784,311,88.30521422,0.224918188,0.30505309,0.222926713,,,,,,,,,,0.337782099,0.227201453,0.462035236,-0.346883011,0.064164395,-0.33999691,0.859321208,0.377517711
82,24.75,648046.1399,349,84.55028753,0.220260922,0.302175657,0.250281237,,,,,,,,,,0.423123452,0.227201453,0.386533328,-0.316781708,-0.073354325,-0.395504713,0.819380902,0.776606204
82.5,24.75,621285.8933,258,92.30329473,0.212606665,0.235253377,0.203699494,,,,,,,,,,0.508464805,0.227201453,0.319776997,-0.388866408,0.21058827,-0.486732267,-0.109536051,0.097002435
83,24.75,590711.8996,300,93.55326063,0.233937507,0.235565742,0.17728536,,,,,,,,,,0.593806158,0.227201453,0.243506861,-0.355596546,0.25636645,-0.232499813,-0.105200258,-0.28836625
83.5,24.75,550109.9943,378,85.33628381,0.231701441,0.23925769,0.147470903,,,,,,,,,,0.679147511,0.227201453,0.142221014,-0.293809661,-0.044568356,-0.259150451,-0.05395405,-0.723343905
84,24.75,512325.4731,440,94.74791545,0.228647579,0.277800795,0.179827932,,,,,,,,,,0.764488864,0.227201453,0.047963437,-0.244697008,0.300118942,-0.295548021,0.481044812,-0.251271426
84.5,24.75,471522.822,112,92.47600735,0.224062811,0.272683705,0.217879193,,,,,,,,,,0.849830217,0.227201453,-0.053823192,-0.504518783,0.216913618,-0.350191754,0.410016873,0.30387698
85,24.75,434011.6766,119,81.86865476,0.191160547,0.19663944,0.191246925,,,,,,,,,,0.93517157,0.227201453,-0.147398804,-0.498973806,-0.171565219,-0.742338642,-0.6455181,-0.084674168
85.5,24.75,392935.7027,117,94.92426644,0.242425592,0.329443776,0.278998319,,,,,,,,,,1.020512923,0.227201453,-0.249867266,-0.500558085,0.306577541,-0.131334248,1.197876943,1.19557372
86,24.75,355818.4176,231,95.78056053,0.231396673,0.298746595,0.228332881,,,,,,,,,,1.105854276,0.227201453,-0.342460351,-0.410254176,0.337938064,-0.26278284,0.771783692,0.456390933
86.5,24.75,324023.07,223,93.35627346,0.207815881,0.171953519,0.168386654,,,,,,,,,,1.191195629,0.227201453,-0.421777286,-0.416591292,0.249152082,-0.543831409,-0.988171855,-0.418193812
87,24.75,299250.9119,131,86.28459062,0.257243618,0.340738737,0.266740089,,,,,,,,,,1.276536982,0.227201453,-0.483574116,-0.489468131,-0.009838001,0.04527496,1.354657029,1.016732423
87.5,24.75,283349.9656,214,91.21719679,0.207446448,0.242158403,0.186121857,,,,,,,,,,1.361878335,0.227201453,-0.523240747,-0.423720548,0.170811515,-0.54823451,-0.013690606,-0.159446285
88,24.75,277847.5,23,97.54612626,0.177884779,0.301670349,0.267623848,,,,,,,,,,1.447219688,0.227201453,-0.536967243,-0.575019203,0.402599337,-0.90056639,0.812366958,1.029626014
92.5,24.75,478026.9235,28,117.3563504,0.173086589,0.212975205,0.168193935,,,,,,,,,,2.215291865,0.227201453,-0.037598007,-0.571058506,1.128119938,-0.9577538,-0.418768966,-0.421005483
93,24.75,524241.6039,28,94.77594172,0.196627951,0.26279135,0.20654006,,,,,,,,,,2.300633218,0.227201453,0.077689514,-0.571058506,0.301145364,-0.677175179,0.272705707,0.138444838
93.5,24.75,572123.0366,749,78.03776564,0.182340583,0.27600928,0.187157384,,,,,,,,,,2.385974571,0.227201453,0.19713493,7.41E-05,-0.311865952,-0.84745972,0.456177628,-0.144338476
94,24.75,621285.8933,792,70.60915854,0.185467556,0.298664654,0.23244826,,,,,,,,,,2.471315924,0.227201453,0.319776997,0.034136115,-0.583927865,-0.810190773,0.770646307,0.516432204
94.5,24.75,671448.8224,1043,68.20473937,0.252261342,0.191250419,0.340300906,,,,,,,,,,2.556657277,0.227201453,0.444913852,0.232963144,-0.671986215,-0.014106486,-0.720320587,2.089947062
71,25.25,222278,168,61.83436256,0.383120505,0.272593805,0.309033207,,,,,,,,,,-1.454386314,0.311481204,-0.675591374,-0.460158968,-0.905291985,1.545543439,0.408769013,1.63376735
71.5,25.25,229118.9125,56,65.52358644,0.305144885,0.24011507,0.167972986,,,,,,,,,,-1.369044961,0.311481204,-0.658525978,-0.548878598,-0.770179535,0.616188038,-0.042053158,-0.424229016
72,25.25,248514.3626,74,66.93378879,0.301313559,0.229603759,0.167988456,,,,,,,,,,-1.283703608,0.311481204,-0.610141929,-0.534620086,-0.718532928,0.570524233,-0.187955764,-0.424003317
72.5,25.25,277847.5,138,78.18267369,0.313456795,0.271563683,0.167024217,,,,,,,,,,-1.198362255,0.311481204,-0.536967243,-0.483923154,-0.306558906,0.715253854,0.39447037,-0.43807107
73,25.25,314348.5568,234,84.75034572,0.299117587,0.31109898,0.167757068,,,,,,,,,,-1.113020902,0.311481204,-0.445911407,-0.407877757,-0.066027485,0.544351457,0.943241387,-0.427379149
73.5,25.25,338016.0829,350,102.559067,0.293905407,0.286957417,0.204048403,,,,,,,,,,-1.027679549,0.311481204,-0.386870201,-0.315989569,0.586190989,0.482229891,0.608143611,0.102092838
74,25.25,351452.3811,555,71.13652521,0.237457183,0.265383818,0.218367319,,,,,,,,,,-0.942338196,0.311481204,-0.353351901,-0.15360096,-0.564613829,-0.19055042,0.308690546,0.310998488
74.5,25.25,372771.5307,444,79.18439938,0.257046657,0.292867202,0.223796054,,,,,,,,,,-0.856996843,0.311481204,-0.300168975,-0.24152845,-0.269872162,0.042927473,0.69017458,0.390200951
75,25.25,400717.3596,358,92.66951489,0.298008778,0.280467939,0.172337824,,,,,,,,,,-0.77165549,0.311481204,-0.230455081,-0.309652452,0.22400055,0.531136075,0.518066194,-0.360548265
75.5,25.25,434011.6766,323,81.34858355,0.246564872,0.232494147,0.194931072,,,,,,,,,,-0.686314137,0.311481204,-0.147398804,-0.337377337,-0.190612069,-0.082000081,-0.147835636,-0.03092435
76,25.25,471522.822,229,97.04033544,0.263854217,0.266459647,0.189414269,,,,,,,,,,-0.600972784,0.311481204,-0.053823192,-0.411838455,0.384075485,0.124063636,0.323623627,-0.11141168
76.5,25.25,512325.4731,242,90.16907015,0.25992912,0.213765575,0.150012971,,,,,,,,,,-0.515631431,0.311481204,0.047963437,-0.401540641,0.132425404,0.077282218,-0.407798208,-0.686256435
77,25.25,555695,422,107.8163849,0.259017804,0.215842692,0.206137454,,,,,,,,,,-0.430290078,0.311481204,0.156153415,-0.25895552,0.778732599,0.066420664,-0.378966716,0.132571022
77.5,25.25,601076.0659,462,95.70928342,0.230595284,0.227094819,0.195187519,,,,,,,,,,-0.344948725,0.311481204,0.269361395,-0.227269938,0.335327644,-0.272334225,-0.222781189,-0.02718292
78,25.25,648046.1399,377,99.21423806,0.230772779,0.208161071,0.159360695,,,,,,,,,,-0.259607372,0.311481204,0.386533328,-0.294601801,0.463691502,-0.270218744,-0.485591714,-0.54987793
78.5,25.25,696283.8593,278,84.09769945,0.266371334,0.221596816,0.189083827,,,,,,,,,,-0.174266019,0.311481204,0.506867539,-0.373023617,-0.089929704,0.154063991,-0.299096405,-0.11623266
79,25.25,745543.0613,230,84.14236861,0.22474955,0.134062784,0.121695825,,,,,,,,,,-0.088924666,0.311481204,0.62974995,-0.411046315,-0.088293761,-0.342006829,-1.514115474,-1.099389089
79.5,25.25,795634.182,203,81.11872707,0.213588326,0.10041886,0.10736058,,,,,,,,,,-0.003583313,0.311481204,0.754707671,-0.432434083,-0.199030228,-0.475032303,-1.98111109,-1.308532971
80,25.25,826100.0124,186,82.54047799,0.224725732,0.191593553,0.17659061,,,,,,,,,,0.08175804,0.311481204,0.830707982,-0.445900456,-0.146960671,-0.342290705,-0.715557704,-0.298502296
80.5,25.25,789790.9837,140,86.06486981,0.214988225,0.136750764,0.232194824,,,,,,,,,,0.167099393,0.311481204,0.740131181,-0.482338875,-0.017884955,-0.458347553,-1.476804877,0.512734703
81,25.25,755826.9398,127,82.22190283,0.223927874,0.254614801,0.220416296,,,,,,,,,,0.252440746,0.311481204,0.655404197,-0.49263669,-0.158628023,-0.351800006,0.159210844,0.340892013
81.5,25.25,724537.6169,139,86.34946317,0.229071922,0.194237505,0.171541317,,,,,,,,,,0.337782099,0.311481204,0.577349595,-0.483131015,-0.007462138,-0.290490473,-0.678858239,-0.372168895
82,25.25,696283.8593,96,94.7450026,0.230300985,0.217337251,0.166176714,,,,,,,,,,0.423123452,0.311481204,0.506867539,-0.517193016,0.300012264,-0.275841839,-0.35822144,-0.450435704
82.5,25.25,669145.3859,87,91.74931687,0.241878431,0.238136334,0.180982476,,,,,,,,,,0.508464805,0.311481204,0.43916768,-0.524322272,0.190299638,-0.137855607,-0.06951907,-0.234427221
83,25.25,628697.1137,79,94.9899084,0.210321791,0.243149,0.17138705,,,,,,,,,,0.593806158,0.311481204,0.338265088,-0.530659388,0.308981582,-0.513964625,5.94E-05,-0.374419571
83.5,25.25,590711.8996,72,86.63697419,0.194462112,0.200212995,0.168889943,,,,,,,,,,0.679147511,0.311481204,0.243506861,-0.536204365,0.003067534,-0.702988814,-0.59591525,-0.410851083
84,25.25,550109.9943,81,97.19308722,0.208311992,0.22903154,0.134805853,,,,,,,,,,0.764488864,0.311481204,0.142221014,-0.529075109,0.389669797,-0.537918491,-0.195898469,-0.908120496
84.5,25.25,512325.4731,85,84.99380726,0.26443022,0.259141886,0.182109628,,,,,,,,,,0.849830217,0.311481204,0.047963437,-0.525906551,-0.057111061,0.13092875,0.2220492,-0.217982651
85,25.25,471522.822,64,88.37195481,0.243723083,0.308147613,0.219514537,,,,,,,,,,0.93517157,0.311481204,-0.053823192,-0.542541482,0.066608672,-0.115870052,0.902274838,0.327735811
85.5,25.25,434011.6766,53,93.49054698,0.244700372,0.228848762,0.190004844,,,,,,,,,,1.020512923,0.311481204,-0.147398804,-0.551255017,0.254069654,-0.104222196,-0.198435525,-0.102795494
86,25.25,400717.3596,43,84.14376966,0.220328013,0.204481093,0.133117986,,,,,,,,,,1.105854276,0.311481204,-0.230455081,-0.559176412,-0.08824245,-0.394705086,-0.536671772,-0.932745611
86.5,25.25,372771.5307,104,104.5188826,0.252466435,0.221632024,0.138271577,,,,,,,,,,1.191195629,0.311481204,-0.300168975,-0.510855899,0.657966381,-0.011662078,-0.298607699,-0.857557359
87,25.25,351452.3811,54,98.67089602,0.242781045,0.239156934,0.128885514,,,,,,,,,,1.276536982,0.311481204,-0.353351901,-0.550462877,0.443792391,-0.127097768,-0.055352597,-0.99449521
87.5,25.25,338016.0829,46,106.2353924,0.250374563,0.361362871,0.280452375,,,,,,,,,,1.361878335,0.311481204,-0.386870201,-0.556799994,0.720831051,-0.036594134,1.640931013,1.216787652
88,25.25,333417,26,120.1069774,0.235241041,0.290321551,0.169655906,,,,,,,,,,1.447219688,0.311481204,-0.398343111,-0.572642785,1.228857645,-0.216963593,0.654839586,-0.399676075
88.5,25.25,333417,33,100.2033246,0.197290076,0.286540192,0.21785218,,,,,,,,,,1.532561041,0.311481204,-0.398343111,-0.567097808,0.499915355,-0.669283617,0.602352306,0.303482874
90.5,25.25,372771.5307,131,119.5609455,0.220769047,0.303315034,0.170777424,,,,,,,,,,1.873926453,0.311481204,-0.300168975,-0.489468131,1.208860022,-0.389448606,0.835196063,-0.383313702
91,25.25,400717.3596,377,160.0403927,0.349088305,0.366284797,0.115450218,,,,,,,,,,1.959267806,0.311481204,-0.230455081,-0.294601801,2.691360807,1.139929366,1.709249972,-1.190509296
91.5,25.25,434011.6766,1017,130.1531117,0.238045678,0.316409412,0.189729787,,,,,,,,,,2.044609159,0.311481204,-0.147398804,0.212367515,1.596782679,-0.18353642,1.016953016,-0.106808434
92,25.25,471522.822,773,140.3545543,0.244326491,0.361005497,0.268606012,,,,,,,,,,2.129950512,0.311481204,-0.053823192,0.019085464,1.970395653,-0.108678311,1.635970471,1.043955284
92.5,25.25,512325.4731,1096,111.2746389,0.17991261,0.237938109,0.168750152,,,,,,,,,,2.215291865,0.311481204,0.047963437,0.27494654,0.905386114,-0.876397608,-0.072270539,-0.412890562
93,25.25,555695,343,76.7307025,0.226826342,0.35163786,0.270072305,,,,,,,,,,2.300633218,0.311481204,0.156153415,-0.321534545,-0.359735235,-0.317254504,1.505942671,1.065347748
93.5,25.25,601076.0659,1681,61.1902999,0.194061112,0.28221292,0.244630567,,,,,,,,,,2.385974571,0.311481204,0.269361395,0.738348181,-0.928879842,-0.707768148,0.542287461,0.694165823
94,25.25,648046.1399,1182,68.17475325,0.199508514,0.271076816,0.27800631,,,,,,,,,,2.471315924,0.311481204,0.386533328,0.343070542,-0.673084413,-0.642843079,0.387712396,1.181100817
94.5,25.25,696283.8593,1522,71.97930423,0.207610171,0.323273134,0.279430984,,,,,,,,,,2.556657277,0.311481204,0.506867539,0.612397991,-0.533748275,-0.546283171,1.11222514,1.20188608
70.5,25.75,277847.5,124,54.6572002,0.343538235,0.329847947,0.245371966,,,,,,,,,,-1.539727667,0.395760954,-0.536967243,-0.495013108,-1.168145102,1.073780645,1.203487053,0.704982455
71,25.75,277847.5,221,57.64380537,0.340889139,0.324325039,0.242370346,,,,,,,,,,-1.454386314,0.395760954,-0.536967243,-0.418175571,-1.058765038,1.042207293,1.126826143,0.661190356
71.5,25.75,283349.9656,160,59.69537686,0.331772114,0.348387261,0.249307575,,,,,,,,,,-1.369044961,0.395760954,-0.523240747,-0.466496084,-0.983629221,0.933545683,1.460822623,0.762400974
72,25.75,299250.9119,110,55.43384176,0.317624406,0.324973445,0.205351203,,,,,,,,,,-1.283703608,0.395760954,-0.483574116,-0.506103062,-1.139701736,0.764925685,1.135826364,0.121100023
72.5,25.75,324023.07,149,61.46771814,0.296994117,0.26413831,0.126512493,,,,,,,,,,-1.198362255,0.395760954,-0.421777286,-0.475209619,-0.918719803,0.519042799,0.291402231,-1.029116371
73,25.75,355818.4176,176,70.74090818,0.299888782,0.235694715,0.170234195,,,,,,,,,,-1.113020902,0.395760954,-0.342460351,-0.453821851,-0.579102727,0.553542974,-0.103410044,-0.391239135
73.5,25.75,392935.7027,240,79.74063757,0.305216241,0.215194239,0.090904972,,,,,,,,,,-1.027679549,0.395760954,-0.249867266,-0.40312492,-0.249500748,0.617038497,-0.38796759,-1.548611862
74,25.75,404552.0661,524,89.08511433,0.255886484,0.253409086,0.213290153,,,,,,,,,,-0.942338196,0.395760954,-0.220888991,-0.178157286,0.092727101,0.029099907,0.142474877,0.236925237
74.5,25.75,423204.7089,442,67.7684073,0.265552445,0.284355197,0.234465423,,,,,,,,,,-0.856996843,0.395760954,-0.174357954,-0.243112729,-0.687966241,0.144304032,0.572023409,0.545861579
75,25.75,448015.633,350,72.65316,0.235231542,0.254824263,0.205843886,,,,,,,,,,-0.77165549,0.395760954,-0.112464419,-0.315989569,-0.509069289,-0.217076807,0.162118289,0.128288016
